SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,588 Minna St #506,San Francisco,CA,94103,799000,1,1.0,San Francisco,690,8084,2021,2,1158,556,Active,,,http://www.redfin.com/CA/San-Francisco/588-Minna-94103/unit-506/home/174610411,San Francisco MLS,421525205,N,Y,37.7790369,-122.4101047
MLS Listing,,Single Family Residential,2427 Green St,San Francisco,CA,94123,8995000,4,3.5,San Francisco,,3711,1900,2,,,Active,,,http://www.redfin.com/CA/San-Francisco/2427-Green-St-94123/home/562942,San Francisco MLS,421523749,N,Y,37.7953649,-122.4397563
MLS Listing,,Condo/Co-op,465 10th St #306,San Francisco,CA,94103,749000,1,1.5,San Francisco,694,9600,1924,2,1079,688,Active,,,http://www.redfin.com/CA/San-Francisco/465-10th-St-94103/unit-306/home/12395619,San Francisco MLS,421523736,N,Y,37.7709523,-122.4100535
MLS Listing,,Condo/Co-op,601 Van Ness Ave #31,San Francisco,CA,94102,795000,2,2.0,San Francisco,1072,105806,1982,2,742,1130,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-31/home/577342,San Francisco MLS,515401,N,Y,37.7813857,-122.4214063
MLS Listing,,Single Family Residential,18 Farallones St,San Francisco,CA,94112,849000,2,1.0,San Francisco,925,3123,,2,918,,Active,,,http://www.redfin.com/CA/San-Francisco/18-Farallones-St-94112/home/1504784,San Francisco MLS,421525166,N,Y,37.7142614,-122.4528057
MLS Listing,,Condo/Co-op,588 Minna St #402,San Francisco,CA,94103,629000,1,1.0,San Francisco,,8084,2021,2,,524,Active,,,http://www.redfin.com/CA/San-Francisco/588-Minna-94103/unit-402/home/174609867,San Francisco MLS,421525189,N,Y,37.7790369,-122.4101047
MLS Listing,,Single Family Residential,20 Pinehurst Way,San Francisco,CA,94127,1775000,3,2.0,San Francisco,2209,3515,1928,2,804,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Pinehurst-Way-94127/home/701831,San Francisco MLS,421521870,N,Y,37.7270448,-122.4655601
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 7B,San Francisco,CA,94102,988000,2,1.0,San Francisco,754,,2020,2,1310,611,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-7B/home/174609866,San Francisco MLS,421524854,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 8B2,San Francisco,CA,94102,798888,1,1.0,San Francisco,664,,2020,2,1203,612,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-8B2/home/174609797,San Francisco MLS,421525187,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,25 Sierra St Unit W302,San Francisco,CA,94107,1450000,2,2.5,San Francisco,2009,48750,2006,2,722,962,Active,,,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-W302/home/174609796,San Francisco MLS,421523767,N,Y,37.7581766,-122.3957327
MLS Listing,,Condo/Co-op,2150 Hayes St #2,San Francisco,CA,94117,1949000,3,3.0,San Francisco,1734,3725,2021,2,1124,565,Active,,,http://www.redfin.com/CA/San-Francisco/2150-Hayes-St-94117/unit-2/home/174609737,San Francisco MLS,421525169,N,Y,37.7733976,-122.4518079
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 2B,San Francisco,CA,94102,689000,1,1.0,San Francisco,573,,2020,2,1202,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-2B/home/174609700,San Francisco MLS,421524838,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,96 Alpha St,San Francisco,CA,94134,1299000,4,3.5,San Francisco,2896,2208,2008,2,449,,Active,,,http://www.redfin.com/CA/San-Francisco/96-Alpha-St-94134/home/8184862,San Francisco MLS,421522278,N,Y,37.7148537,-122.403512
MLS Listing,,Condo/Co-op,2448 Lombard St Unit 4F,San Francisco,CA,94123,1798888,2,2.0,San Francisco,1136,,2020,2,1584,682,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-4F/home/174609384,San Francisco MLS,421524812,N,Y,37.7993413,-122.441967
MLS Listing,,Condo/Co-op,3226 Divisadero St Unit P2,San Francisco,CA,94123,1458000,2,2.0,San Francisco,1022,,2020,2,1427,659,Active,,,http://www.redfin.com/CA/San-Francisco/3226-Divisadero-St-94123/unit-P2/home/174609230,San Francisco MLS,421524784,N,Y,37.7995602,-122.4425586
MLS Listing,,Single Family Residential,34 Clipper St,San Francisco,CA,94114,1895000,3,2.0,San Francisco,1694,2970,1900,2,1119,,Active,,,http://www.redfin.com/CA/San-Francisco/34-Clipper-St-94114/home/1769234,San Francisco MLS,421524512,N,Y,37.7496269,-122.42581
MLS Listing,,Condo/Co-op,280 Spear St Unit 4K,San Francisco,CA,94105,825000,1,1.0,San Francisco,650,43996,,2,1269,1078,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-4K/home/170519965,San Francisco MLS,421525102,N,Y,37.7903739,-122.3913812
MLS Listing,,Single Family Residential,2968 Sloat Blvd,San Francisco,CA,94116,1728000,4,3.5,San Francisco,2393,1366,1997,2,722,,Active,,,http://www.redfin.com/CA/San-Francisco/2968-Sloat-Blvd-94116/home/1873234,San Francisco MLS,421522774,N,Y,37.7357205,-122.5058247
MLS Listing,,Single Family Residential,41 Seminole Ave,San Francisco,CA,94112,949000,2,1.0,San Francisco,1087,2186,1930,2,873,,Active,,,http://www.redfin.com/CA/San-Francisco/41-Seminole-Ave-94112/home/1615112,San Francisco MLS,421524229,N,Y,37.718807,-122.4449324
MLS Listing,,Single Family Residential,3169 Washington St,San Francisco,CA,94115,3500000,5,4.5,San Francisco,3670,3192,1900,2,954,,Active,,,http://www.redfin.com/CA/San-Francisco/3169-Washington-St-94115/home/1188897,San Francisco MLS,421524320,N,Y,37.7899821,-122.4453909
MLS Listing,,Single Family Residential,284 Wheeler Ave,San Francisco,CA,94134,1238000,3,3.0,San Francisco,2000,2966,1924,2,619,,Active,,,http://www.redfin.com/CA/San-Francisco/284-Wheeler-Ave-94134/home/1122035,San Francisco MLS,421525047,N,Y,37.7120933,-122.4001138
MLS Listing,,Multi-Family (2-4 Unit),1405 48th Ave,San Francisco,CA,94122,1795000,4,4.0,San Francisco,2844,2099,1955,2,631,,Active,,,http://www.redfin.com/CA/San-Francisco/1405-48th-Ave-94122/home/1669111,San Francisco MLS,421524209,N,Y,37.7601002,-122.5082746
MLS Listing,,Condo/Co-op,25 Sierra St Unit E202,San Francisco,CA,94107,1250000,2,2.0,San Francisco,1242,48750,2006,2,1006,811,Active,,,http://www.redfin.com/CA/San-Francisco/25-Sierra-St-94107/unit-E202/home/12402480,San Francisco MLS,421524480,N,Y,37.7581766,-122.3957327
MLS Listing,,Condo/Co-op,8400 Oceanview Ter #111,San Francisco,CA,94132,599000,1,1.0,San Francisco,669,325629,2002,2,895,609,Active,,,http://www.redfin.com/CA/San-Francisco/8400-Oceanview-Ter-94132/unit-111/home/2022817,San Francisco MLS,421523032,N,Y,37.7104174,-122.4677028
MLS Listing,,Multi-Family (2-4 Unit),2482 - 2484 Great Hwy,San Francisco,CA,94116,1499000,4,2.0,San Francisco,2150,3000,1945,2,697,,Active,,,http://www.redfin.com/CA/San-Francisco/2482-Great-Hwy-94116/home/659511,San Francisco MLS,421524990,N,Y,37.7401758,-122.5063308
MLS Listing,,Multi-Family (2-4 Unit),770 - 772 Capp St,San Francisco,CA,94110,1799000,6,3.0,San Francisco,2184,2450,1890,2,824,,Active,,,http://www.redfin.com/CA/San-Francisco/770-Capp-St-94110/home/1783599,San Francisco MLS,421524718,N,Y,37.7543816,-122.4178657
MLS Listing,,Multi-Family (5+ Unit),1674 Washington St,San Francisco,CA,94109,2175000,3,4.0,San Francisco,5077,2195,1911,3,428,,Active,,,http://www.redfin.com/CA/San-Francisco/1674-Washington-St-94109/home/568822,San Francisco MLS,513183,N,Y,37.7934864,-122.4208169
MLS Listing,,Condo/Co-op,2708 Greenwich St #3,San Francisco,CA,94123,2995000,3,2.5,San Francisco,1998,3700,1891,3,1499,200,Active,,,http://www.redfin.com/CA/San-Francisco/2708-Greenwich-St-94123/unit-3/home/2021009,San Francisco MLS,421525020,N,Y,37.7980581,-122.444494
MLS Listing,,Condo/Co-op,1041 Alabama St,San Francisco,CA,94115,950000,2,1.0,San Francisco,1430,2596,1900,3,664,,Active,,,http://www.redfin.com/CA/San-Francisco/1041-Alabama-St-94110/home/733529,San Francisco MLS,421524708,N,Y,37.7552097,-122.4109293
MLS Listing,,Condo/Co-op,1043 Alabama St,San Francisco,CA,94110,850000,3,1.0,San Francisco,1470,2956,,3,578,,Active,,,http://www.redfin.com/CA/San-Francisco/1043-Alabama-St-94110/home/12355069,San Francisco MLS,421524853,N,Y,37.7552242,-122.4109789
MLS Listing,,Multi-Family (2-4 Unit),948 - 950 Jackson St,San Francisco,CA,94133,2295000,10,1.0,San Francisco,4362,1459,1908,3,526,,Active,,,http://www.redfin.com/CA/San-Francisco/948-Jackson-St-94133/home/1098247,San Francisco MLS,421524560,N,Y,37.7956647,-122.4108272
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1030,San Francisco,CA,94102,680000,1,1.0,San Francisco,672,105806,1982,3,1012,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1030/home/578718,San Francisco MLS,421525009,N,Y,37.7813857,-122.4214063
MLS Listing,,Single Family Residential,875 Church St,San Francisco,CA,94114,2995000,4,3.0,San Francisco,2590,2625,1900,3,1156,,Active,,,http://www.redfin.com/CA/San-Francisco/875-Church-St-94114/home/965132,San Francisco MLS,421524071,N,Y,37.7569214,-122.4276797
MLS Listing,,Condo/Co-op,2407 Harrison St #6,San Francisco,CA,94110,999000,2,2.5,San Francisco,1143,10375,2003,3,874,679,Active,,,http://www.redfin.com/CA/San-Francisco/2407-2411-Harrison-St-94110/unit-6/home/114074031,San Francisco MLS,421524867,N,Y,37.758744,-122.412168
MLS Listing,,Condo/Co-op,181 Fremont Unit 55A,San Francisco,CA,94105,4935000,2,2.5,San Francisco,2013,,2018,3,2452,2963,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-55A/home/167299421,San Francisco MLS,421523051,N,Y,37.7898082,-122.3953565
MLS Listing,,Condo/Co-op,301 Mission St Unit 4E,San Francisco,CA,94105,1225000,2,2.0,San Francisco,1136,,2009,3,1078,1629,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-4E/home/40142383,San Francisco MLS,421524906,N,Y,37.7903824,-122.3961531
MLS Listing,,Single Family Residential,588 12th Ave,SAN FRANCISCO,CA,94118,1399000,3,2.0,SAN FRANCISCO,1770,1437,1914,3,790,,Active,,,http://www.redfin.com/CA/San-Francisco/588-12th-Ave-94118/home/1692479,MLSListings,ML81832334,N,Y,37.7773068,-122.4703085
MLS Listing,,Multi-Family (2-4 Unit),1333 - 1335 42nd Ave,San Francisco,CA,94122,1495000,6,3.0,San Francisco,2925,2996,1947,3,511,,Active,,,http://www.redfin.com/CA/San-Francisco/1333-42nd-Ave-94122/home/1867048,San Francisco MLS,421524855,N,Y,37.7617772,-122.5020925
MLS Listing,,Multi-Family (2-4 Unit),1237 - 1241 Taylor St,San Francisco,CA,94108,2900000,10,6.0,San Francisco,4819,3781,1908,3,602,,Active,,,http://www.redfin.com/CA/San-Francisco/1237-Taylor-St-94108/home/548666,San Francisco MLS,421524858,N,Y,37.793939,-122.4132902
MLS Listing,,Multi-Family (2-4 Unit),4238 - 4240 21st St,San Francisco,CA,94114,3195000,6,4.0,San Francisco,3931,3032,1955,3,813,,Active,,,http://www.redfin.com/CA/San-Francisco/4238-21st-St-94114/home/675822,San Francisco MLS,508475,N,Y,37.7556417,-122.4384252
MLS Listing,,Single Family Residential,431 Joost Ave,San Francisco,CA,94127,959000,3,1.0,San Francisco,1135,2500,1947,3,845,,Active,,,http://www.redfin.com/CA/San-Francisco/431-Joost-Ave-94127/home/1928069,San Francisco MLS,513337,N,Y,37.7322109,-122.4450651
MLS Listing,,Single Family Residential,1914 34th Ave,San Francisco,CA,94116,1498000,4,2.0,San Francisco,1460,2996,1942,3,1026,,Active,,,http://www.redfin.com/CA/San-Francisco/1914-34th-Ave-94116/home/1386157,San Francisco MLS,421520072,N,Y,37.7513304,-122.4921794
MLS Listing,,Multi-Family (2-4 Unit),359 - 361 Arlington St,San Francisco,CA,94131,1698000,0,,San Francisco,2530,1837,1900,3,671,,Active,,,http://www.redfin.com/CA/San-Francisco/359-Arlington-St-94131/home/1046150,San Francisco MLS,512385,N,Y,37.7360721,-122.4277544
MLS Listing,,Condo/Co-op,2121 Webster St #603,San Francisco,CA,94118,2998000,2,2.0,San Francisco,1360,47275,2016,3,2204,1735,Active,,,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-603/home/113689128,San Francisco MLS,421517414,N,Y,37.7902671,-122.4331765
MLS Listing,,Condo/Co-op,1900 Sutter St #5,San Francisco,CA,94115,695000,1,1.0,San Francisco,567,9669,1980,3,1226,514,Active,,,http://www.redfin.com/CA/San-Francisco/1900-Sutter-St-94115/unit-5/home/174603823,San Francisco MLS,421524825,N,Y,37.786447,-122.431999
MLS Listing,,Single Family Residential,888 Moultrie St,San Francisco,CA,94110,995000,3,2.0,San Francisco,1277,1750,1992,3,779,,Active,,,http://www.redfin.com/CA/San-Francisco/888-Moultrie-St-94110/home/1213983,San Francisco MLS,421523730,N,Y,37.7333757,-122.4165414
MLS Listing,,Single Family Residential,137 Ashton Ave,San Francisco,CA,94112,1195000,3,2.5,San Francisco,1605,2151,,3,745,,Active,,,http://www.redfin.com/CA/San-Francisco/137-Ashton-Ave-94132/home/1822318,San Francisco MLS,421524716,N,Y,37.7207164,-122.4624475
MLS Listing,,Single Family Residential,864 Chenery St,San Francisco,CA,94131,1495000,2,1.0,San Francisco,,3737,1904,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/864-Chenery-St-94131/home/1785444,San Francisco MLS,421524256,N,Y,37.7350316,-122.4366173
MLS Listing,,Condo/Co-op,60 Rausch St #307,San Francisco,CA,94103,1099000,2,2.0,San Francisco,1358,16836,2002,3,809,584,Active,,,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-307/home/12398677,San Francisco MLS,421523989,N,Y,37.7761258,-122.4096776
MLS Listing,,Single Family Residential,1 Idora Ave,San Francisco,CA,94127,1599000,3,2.0,San Francisco,1647,3349,1948,3,971,,Active,,,http://www.redfin.com/CA/San-Francisco/1-Idora-Ave-94127/home/1827792,San Francisco MLS,421524208,N,Y,37.74583,-122.4545307
MLS Listing,,Condo/Co-op,1770 Pacific Ave #303,San Francisco,CA,94109,1549000,2,2.0,San Francisco,1500,8108,1902,3,1033,758,Active,,,http://www.redfin.com/CA/San-Francisco/1770-Pacific-Ave-94109/unit-303/home/1594548,San Francisco MLS,421523450,N,Y,37.7949269,-122.4245083
MLS Listing,,Vacant Land,8 Orizaba Ave,SAN FRANCISCO,CA,94112,498000,,,SAN FRANCISCO,,2495,,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/8-Orizaba-Ave-94112/unit-V/home/110066947,MLSListings,ML81832245,N,Y,37.7098256,-122.4622799
MLS Listing,,Condo/Co-op,101 Lombard St Unit 114W,San Francisco,CA,94111,950000,1,1.0,San Francisco,1062,113438,1983,3,895,1069,Active,,,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-114W/home/1625953,San Francisco MLS,513811,N,Y,37.8037119,-122.4045338
MLS Listing,,Single Family Residential,401 Marietta Dr,San Francisco,CA,94127,1799000,5,2.5,San Francisco,2800,3972,,3,643,,Active,,,http://www.redfin.com/CA/San-Francisco/401-Marietta-Dr-94127/home/689620,San Francisco MLS,421521813,N,Y,37.737961,-122.4437127
MLS Listing,,Condo/Co-op,1905 Laguna St #305,San Francisco,CA,94115,1080000,1,1.0,San Francisco,768,6250,1924,3,1406,655,Active,,,http://www.redfin.com/CA/San-Francisco/1905-Laguna-St-94115/unit-305/home/1312913,San Francisco MLS,421519317,N,Y,37.7887184,-122.4290363
MLS Listing,,Single Family Residential,4258 26th St,San Francisco,CA,94131,6500000,5,4.5,Noe Valley,3980,2964,1890,3,1633,,Active,,,http://www.redfin.com/CA/San-Francisco/4258-26th-St-94131/home/2025296,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939817,N,Y,37.7482178,-122.4351562
MLS Listing,,Single Family Residential,815 Peru Ave,San Francisco,CA,94112,1050000,2,1.0,San Francisco,,2374,1950,3,,,Active,,,http://www.redfin.com/CA/San-Francisco/815-Peru-Ave-94112/home/1849810,San Francisco MLS,421524317,N,Y,37.7248954,-122.4229713
MLS Listing,,Condo/Co-op,1177 California St #1207,San Francisco,CA,94109,1299000,2,2.0,San Francisco,1059,,1978,3,1227,1350,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1207/home/989297,San Francisco MLS,421524622,N,Y,37.7910262,-122.4136476
MLS Listing,,Single Family Residential,545 Melrose Ave,San Francisco,CA,94127,1050000,2,1.0,San Francisco,875,1851,1940,3,1200,,Active,,,http://www.redfin.com/CA/San-Francisco/545-Melrose-Ave-94127/home/1637640,San Francisco MLS,421521763,N,Y,37.7333357,-122.4530269
MLS Listing,,Condo/Co-op,181 Ofarrell St #513,San Francisco,CA,94102,2395000,3,2.0,San Francisco,2516,18882,2006,3,952,,Active,,,http://www.redfin.com/CA/San-Francisco/181-O-Farrell-St-94102/unit-513/home/17306929,San Francisco MLS,421516220,N,Y,37.7861884,-122.4076329
MLS Listing,,Single Family Residential,27 Boardman Pl,San Francisco,CA,94103,1895000,4,2.0,San Francisco,2878,2953,1936,3,658,,Active,,,http://www.redfin.com/CA/San-Francisco/27-Boardman-Pl-94103/home/727003,San Francisco MLS,421524274,N,Y,37.774915,-122.402951
MLS Listing,,Condo/Co-op,862 De Haro St Unit A,San Francisco,CA,94107,1599000,2,2.0,San Francisco,1775,2519,1981,3,901,100,Active,,,http://www.redfin.com/CA/San-Francisco/862-De-Haro-St-94107/unit-A/home/1396389,San Francisco MLS,421524086,N,Y,37.7587933,-122.4013362
MLS Listing,,Single Family Residential,2278 14th Ave,San Francisco,CA,94116,2185000,5,5.5,San Francisco,2388,3000,1933,3,915,,Active,,,http://www.redfin.com/CA/San-Francisco/2278-14th-Ave-94116/home/2036613,San Francisco MLS,421524226,N,Y,37.7456031,-122.4701521
MLS Listing,,Condo/Co-op,501 Beale St Ph 2E,San Francisco,CA,94105,2295000,3,2.0,San Francisco,1362,22594,2006,3,1685,1188,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-2E/home/8190517,San Francisco MLS,421523840,N,Y,37.7862533,-122.3891164
MLS Listing,,Condo/Co-op,394 Eureka St,San Francisco,CA,94114,1995000,3,2.0,San Francisco,1397,2746,1960,3,1428,300,Active,,,http://www.redfin.com/CA/San-Francisco/394-Eureka-St-94114/home/49786436,San Francisco MLS,421523834,N,Y,37.7557607,-122.4379186
MLS Listing,,Condo/Co-op,1300 22nd St #401,San Francisco,CA,94107,1475000,2,,San Francisco,969,32000,2016,3,1522,754,Active,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-401/home/167315288,San Francisco MLS,421523727,N,Y,37.7578379,-122.3944714
MLS Listing,,Condo/Co-op,69 Summit Way,San Francisco,CA,94132,1395000,3,2.0,San Francisco,2133,1306,,3,654,314,Active,,,http://www.redfin.com/CA/San-Francisco/69-Summit-Way-94132/home/109315227,San Francisco MLS,421521048,N,Y,37.7148938,-122.4748004
MLS Listing,,Condo/Co-op,2465 Union St #3,San Francisco,CA,94123,2495000,3,2.0,San Francisco,1992,7338,1955,3,1253,,Active,,,http://www.redfin.com/CA/San-Francisco/2465-Union-St-94123/unit-3/home/1126700,San Francisco MLS,421520660,N,Y,37.79625,-122.4397278
MLS Listing,,Condo/Co-op,5853 Mission St #4,San Francisco,CA,94112,628000,2,1.0,San Francisco,805,9825,1980,3,780,280,Active,,,http://www.redfin.com/CA/San-Francisco/5853-Mission-St-94112/unit-4/home/2028084,San Francisco MLS,421524600,N,Y,37.7088126,-122.451422
MLS Listing,,Multi-Family (2-4 Unit),5331 California St,San Francisco,CA,94118,1795000,2,3.0,Lake/Richmond,1603,2495,1906,4,1120,,Active,,,http://www.redfin.com/CA/San-Francisco/5331-California-St-94118/home/1627907,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939779,N,Y,37.784127,-122.4748302
MLS Listing,,Single Family Residential,431 San Miguel St,San Francisco,CA,94112,899000,2,1.0,San Francisco,1500,2130,1946,4,599,,Active,,,http://www.redfin.com/CA/San-Francisco/431-San-Miguel-St-94112/home/822406,San Francisco MLS,421524499,N,Y,37.7182123,-122.4492561
MLS Listing,,Condo/Co-op,2655 Bush St #306,San Francisco,CA,94115,1495000,2,2.0,San Francisco,1311,33520,2017,4,1140,879,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-306/home/113432553,San Francisco MLS,421523870,N,Y,37.7858213,-122.4407699
MLS Listing,,Single Family Residential,55 La Grande Ave,San Francisco,CA,94112,1377700,4,4.0,San Francisco,1931,2620,1991,4,713,,Active,,,http://www.redfin.com/CA/San-Francisco/55-La-Grande-Ave-94112/home/1176847,San Francisco MLS,421524491,N,Y,37.724412,-122.423709
MLS Listing,,Condo/Co-op,611 Washington #2402,San Francisco,CA,94111,3998000,2,2.5,San Francisco,2624,,1984,4,1524,2020,Active,,,http://www.redfin.com/CA/San-Francisco/611-Washington-St-94111/unit-2402/home/546587,San Francisco MLS,421524316,N,Y,37.7952121,-122.4036474
MLS Listing,,Single Family Residential,150 Beaumont Ave,San Francisco,CA,94118,2795000,5,3.0,San Francisco,2904,2870,1948,4,962,,Active,,,http://www.redfin.com/CA/San-Francisco/150-Beaumont-Ave-94118/home/593529,San Francisco MLS,421523624,N,Y,37.7789,-122.4543538
MLS Listing,,Condo/Co-op,555 Fulton St #226,San Francisco,CA,94102,739000,1,1.0,San Francisco,729,,,4,1014,680,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-226/home/92933364,San Francisco MLS,421524521,N,Y,37.7781581,-122.4261091
MLS Listing,,Condo/Co-op,555 Fulton St #212,San Francisco,CA,94102,1199000,2,2.0,San Francisco,1043,,,4,1150,821,Active,,,http://www.redfin.com/CA/San-Francisco/555-Fulton-St-94102/unit-212/home/147287037,San Francisco MLS,421524518,N,Y,37.7781581,-122.4261091
MLS Listing,,Single Family Residential,2267 31st Ave,San Francisco,CA,94116,1195000,2,1.0,San Francisco,1240,3000,1926,4,964,,Active,,,http://www.redfin.com/CA/San-Francisco/2267-31st-Ave-94116/home/1493765,San Francisco MLS,421524492,N,Y,37.744968,-122.4890292
MLS Listing,,Condo/Co-op,1 Stanyan St #31,San Francisco,CA,94118,1599000,2,2.0,San Francisco,,,2018,4,,641,Active,,,http://www.redfin.com/CA/San-Francisco/1-Stanyan-St-94118/unit-31/home/173332081,San Francisco MLS,421524196,N,Y,37.7812156,-122.4563478
MLS Listing,,Single Family Residential,210 Holladay Ave,San Francisco,CA,94110,1795000,3,3.0,San Francisco,2300,2400,2008,4,780,,Active,,,http://www.redfin.com/CA/San-Francisco/210-Holladay-Ave-94110/home/21912976,San Francisco MLS,421518600,N,Y,37.7463416,-122.4054163
MLS Listing,,Condo/Co-op,181 Fremont Unit 67C,San Francisco,CA,94105,5400000,2,2.5,San Francisco,1748,,2018,4,3089,2863,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-67C/home/167299508,San Francisco MLS,421524395,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,1412 Diamond St,San Francisco,CA,94131,2795000,3,3.5,San Francisco,2215,1245,1922,4,1262,,Active,,,http://www.redfin.com/CA/San-Francisco/1412-Diamond-St-94131/home/1901822,San Francisco MLS,421524073,N,Y,37.7460877,-122.4359954
MLS Listing,,Condo/Co-op,1029 Treat Ave,San Francisco,CA,94110,1750000,3,1.5,San Francisco,1721,,1903,4,1017,369,Active,,,http://www.redfin.com/CA/San-Francisco/1029-Treat-Ave-94110/home/148061353,San Francisco MLS,421524355,N,Y,37.7536443,-122.4129901
MLS Listing,,Condo/Co-op,1818 Broadway St #201,San Francisco,CA,94109,749000,1,1.0,San Francisco,625,7740,1969,4,1198,531,Active,,,http://www.redfin.com/CA/San-Francisco/1818-Broadway-94109/unit-201/home/565141,San Francisco MLS,421523499,N,Y,37.7955152,-122.4276483
MLS Listing,,Condo/Co-op,1540 Ofarrell St #6,San Francisco,CA,94115,689000,3,2.0,San Francisco,1050,,,4,656,959,Active,,,http://www.redfin.com/CA/San-Francisco/1540-O-Farrell-St-94115/unit-6/home/12401607,San Francisco MLS,421524326,N,Y,37.784068,-122.4301069
MLS Listing,,Condo/Co-op,355 20th Ave #1,San Francisco,CA,94121,1375000,3,2.5,San Francisco,1432,3000,2005,4,960,400,Active,,,http://www.redfin.com/CA/San-Francisco/355-20th-Ave-94121/unit-1/home/11743520,San Francisco MLS,421524295,N,Y,37.7812137,-122.4797689
MLS Listing,,Vacant Land,1055 Texas St,San Francisco,CA,94107,2600000,0,,San Francisco,,4990,,4,,,Active,,,http://www.redfin.com/CA/San-Francisco/1055-Texas-St-94107/home/174587133,San Francisco MLS,421523386,N,Y,37.7529232,-122.394631
MLS Listing,,Single Family Residential,2950 Pacific Ave,San Francisco,CA,94115,29500000,8,13.0,San Francisco,20000,12209,1907,4,1475,,Active,,,http://www.redfin.com/CA/San-Francisco/2950-Pacific-Ave-94115/home/1635178,San Francisco MLS,509969,N,Y,37.7927708,-122.444291
MLS Listing,,Condo/Co-op,3938 26th St,San Francisco,CA,94131,1295000,2,1.5,San Francisco,,3227,1908,4,,339,Active,,,http://www.redfin.com/CA/San-Francisco/3938-26th-St-94131/home/170598330,San Francisco MLS,421522765,N,Y,37.7486544,-122.4280995
MLS Listing,,Condo/Co-op,2401 45th Ave #3,San Francisco,CA,94116,799000,2,1.0,San Francisco,900,2996,1943,4,888,,Active,,,http://www.redfin.com/CA/San-Francisco/2401-45th-Ave-94116/unit-3/home/173255131,San Francisco MLS,421524318,N,Y,37.7416604,-122.5037261
MLS Listing,,Single Family Residential,887 35th Ave,San Francisco,CA,94121,2749000,4,4.5,San Francisco,2847,2191,1924,4,966,,Active,,,http://www.redfin.com/CA/San-Francisco/887-35th-Ave-94121/home/1332925,San Francisco MLS,421523759,N,Y,37.77235,-122.49517
MLS Listing,,Condo/Co-op,2114 Divisadero St,San Francisco,CA,94115,1945000,2,2.0,San Francisco,1438,2035,1898,4,1353,165,Active,,,http://www.redfin.com/CA/San-Francisco/2114-Divisadero-St-94115/home/584398,San Francisco MLS,421520439,N,Y,37.7894982,-122.4405144
MLS Listing,,Single Family Residential,41 Park St,San Francisco,CA,94110,1398000,3,2.0,Bernal Heights,1562,2500,1923,4,895,,Active,,,http://www.redfin.com/CA/San-Francisco/41-Park-St-94110/home/1704594,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939653,N,Y,37.7368486,-122.4251025
